model,pollutant,horizon_h,RMSE,MAE,MAPE(%),R2,n_test,fit_time_s,best_params,n_train,params
MLP,C6H6(GT),6,10.68754672850239,8.521400670238293,234.2190556313358,-1.804920954141,2241.0,5.664939641952515,,7086.0,"{'hidden_layer_sizes': (128, 64), 'activation': 'relu', 'solver': 'adam', 'learning_rate_init': 0.001, 'batch_size': 256, 'max_iter': 400, 'early_stopping': True, 'n_iter_no_change': 20, 'random_state': 42, 'verbose': False}"
LinearSVR,C6H6(GT),6,5.596865054003349,4.5097990126441605,125.86943923793893,0.23077348607499026,2241.0,0.4789927005767822,,7086.0,"{'epsilon': 0.0, 'C': 1.0, 'loss': 'squared_epsilon_insensitive', 'max_iter': 5000, 'random_state': 42}"
MLP,C6H6(GT),12,9.119939406099423,6.97600725408481,182.62608484759645,-1.0392223224641643,2235.0,4.801632404327393,,7086.0,"{'hidden_layer_sizes': (128, 64), 'activation': 'relu', 'solver': 'adam', 'learning_rate_init': 0.001, 'batch_size': 256, 'max_iter': 400, 'early_stopping': True, 'n_iter_no_change': 20, 'random_state': 42, 'verbose': False}"
LinearSVR,C6H6(GT),12,5.802481154115531,4.674511935212152,141.61225396601057,0.1745169730398176,2235.0,0.4520866870880127,,7086.0,"{'epsilon': 0.0, 'C': 1.0, 'loss': 'squared_epsilon_insensitive', 'max_iter': 5000, 'random_state': 42}"
MLP,C6H6(GT),24,14.695427943467084,12.394106685502141,303.0276681166844,-4.27256668554689,2223.0,3.064974784851074,,7086.0,"{'hidden_layer_sizes': (128, 64), 'activation': 'relu', 'solver': 'adam', 'learning_rate_init': 0.001, 'batch_size': 256, 'max_iter': 400, 'early_stopping': True, 'n_iter_no_change': 20, 'random_state': 42, 'verbose': False}"
LinearSVR,C6H6(GT),24,6.331107693568419,5.28048387663041,154.14645949672644,0.021373418141881317,2223.0,0.8028590679168701,,7086.0,"{'epsilon': 0.0, 'C': 1.0, 'loss': 'squared_epsilon_insensitive', 'max_iter': 5000, 'random_state': 42}"
MLP,NOx(GT),1,98.08314160341037,70.37598574987692,25.428397422753367,0.7474769013045754,2246.0,5.124329328536987,,7086.0,"{'hidden_layer_sizes': (128, 64), 'activation': 'relu', 'solver': 'adam', 'learning_rate_init': 0.001, 'batch_size': 256, 'max_iter': 400, 'early_stopping': True, 'n_iter_no_change': 20, 'random_state': 42, 'verbose': False}"
LinearSVR,NOx(GT),1,91.04003260216302,65.26212145288225,27.38234333396992,0.7824409351750701,2246.0,0.43439769744873047,,7086.0,"{'epsilon': 0.0, 'C': 1.0, 'loss': 'squared_epsilon_insensitive', 'max_iter': 5000, 'random_state': 42}"
MLP,NOx(GT),6,163.5896961057052,125.03541409435786,57.00896988385339,0.2987239618952652,2241.0,9.064281225204468,,7086.0,"{'hidden_layer_sizes': (128, 64), 'activation': 'relu', 'solver': 'adam', 'learning_rate_init': 0.001, 'batch_size': 256, 'max_iter': 400, 'early_stopping': True, 'n_iter_no_change': 20, 'random_state': 42, 'verbose': False}"
LinearSVR,NOx(GT),6,157.14340078483434,116.52137331130501,48.018933592266585,0.35290297425300776,2241.0,0.8022911548614502,,7086.0,"{'epsilon': 0.0, 'C': 1.0, 'loss': 'squared_epsilon_insensitive', 'max_iter': 5000, 'random_state': 42}"
